Genre,Description,original_index,unique_index
"Drama,Romance","In the post-war, the alcoholic and bitter veteran military and former writer Dave Hirsch returns from Chicago to his hometown Parkman, Indiana. He is followed by Ginnie Moorehead, a vulgar ...",189,189
"Action,Crime,Thriller","In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged out rock 'n' roller presumed to be dead but very much alive -- has a multi-million dollar prize fall into...",190,190
"Crime,Drama,Thriller",A man who performs as a children's birthday party clown tries to piece his life back together after being gang-raped.,191,191
"Animation,Comedy","Jay and Silent Bob hit the lottery jackpot, and use their cash windfall to become crime-fighting superheroes.",192,192
Comedy,"The comic 'Bluntman and Chronic' is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation they set out to wreck the movie.",193,193
"Comedy,Drama,Romance","After his career is sidelined from an unexpected tragedy and a personal blowup, a single man must take care of his precocious daughter.",194,194
"Action,Comedy,Crime","A comedy about a veteran NYPD cop whose rare baseball card is stolen. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his partner to track down the thief, a memorabilia-obsessed gangster.",195,195
"Comedy,Crime,Drama","A knock on the door, and in this seemingly normal night, the life of Professional Gambler, Eddie G was changed. Eddie is taken in for the ride of his life as he unwillingly helps a ...",196,196
"Comedy,Drama,Romance","Naomi and Ely have loved each other their whole lives, even though Ely isn't exactly into girls. The institution of a 'No Kiss List' has prevented the two from rifts in the past, but bonds are tested when they both fall for the same guy.",197,197
"Action,Comedy,Crime",A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,198,198
"Crime,Drama,Thriller",Chicago crime kid Mick O'Brien is sent to reform school after accidentally killing Paco Moreno's kid brother.,199,199
"Drama,Romance,Sport",A high school footballer desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.,200,200
"Adventure,Drama,Romance","A young man leaves Ireland with his landlord's daughter after some trouble with her father, and they dream of owning land at the big give-away in Oklahoma ca. 1893. When they get to the new...",201,201
"Comedy,Horror","After moving to a new town, two brothers are convinced that the area is frequented by vampires.",202,202
"Crime,Drama,Thriller","A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",203,203
"Drama,Romance","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to 'find herself'.",204,204
"Comedy,Drama,Romance","After losing his job, a middle-aged man reinvents himself by going back to college.",205,205
"Crime,Romance,Thriller","Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.",206,206
"Action,Crime,Drama",An Interpol agent attempts to expose a high-profile financial institution's role in an international arms dealing ring.,207,207
"Crime,Drama,Mystery","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",208,208
"Crime,Thriller,Drama","When the small criminal Macklin is released from prison, he learns that his brother was shot by two mob killers. He didn't know that the bank he robbed was owned by the syndicate. When he's...",209,209
"Action,Crime,Drama","A man, his wife, and their friend, stage a bloody bank robbery, unaware they are stealing money from the Mob.",210,210
"Adventure,Comedy","Grounded with a desk job by incompetent superiors, a clever CIA agent retires and writes a tell all memoir that will embarrass his bosses, prompting him to go on the run and elude them.",211,211
"Action,Crime,Drama","In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",212,212
"Action,Crime,Drama",Two New York City cops go after amateur crooks who are trying to rip off the Mafia and start a gang war.,213,213
"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",214,214
"Crime,Drama,Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",215,215
"Drama,Thriller",A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,216,216
"Comedy,Romance","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",217,217
Western,"An aging cowboy realizes that the West he knew and loved will soon be no more--and that there will be no room for him, either.",218,218
"Action,Crime,Drama",An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.,219,219
Drama,Southern action drama film about cockfighting.,220,220
"Crime,Mystery",Police investigate a murder that occurred in a burlesque theater.,221,221
"Comedy,Drama",The bond of friendship between a worldly-wise Army Master Sergeant and his naive worshiper.,222,222
Drama,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,223,223
"Action,Adventure,Drama","Almost in breadth and depth of a documentary, this movie depicts an auto race during the 70s on the world's hardest endurance course: Le Mans in France. The race goes over 24 hours on 14.5 ...",224,224
"Drama,Sport","American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard. While Stoddard struggles to recover, ...",225,225
"Thriller,War,Action","In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",226,226
"Drama,Classics","The Young Savages is what used to be called a 'thinking man's picture' about a potentially lurid subject: urban juvenile delinquency. A blind Puerto Rican boy is knifed to death in Spanish Harlem, and three teenage gang members are accused of the crime. Politically ambitious assistant DA Burt Lancaster initially presses for the conviction of all three boys. But as he gets deeper into the case, he realizes that what appears cut-and-dried on the surface is tortuously complex: for starters, the,murder victim was hardly the paragon of virtue that the prosecution claims. Despite pressure from his superiors and from members of the accused boys' gang (who at one point threaten Lancaster's wife Dina Merrill with a switchblade,) Lancaster nonetheless sees to it that justice is properly administered. The defendants are portrayed with varying degrees of Brando/Dean 'method' by John Davis Chandler, Neil Nephew and Stanley Kristien; more believable, less affected performances are rendered by Shelley Winters, Pilar Seurat and Telly Savalas. Filmed on location in New York, The Young Savages was based on the Evan Hunter novel A Matter of Conviction. ~ Hal Erickson, Rovi",227,227
